Start,End,1,11,12
Wed Feb 28 13:00:00 2024,Wed Feb 28 13:30:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Feb 28 13:30:00 2024,Wed Feb 28 17:30:00 2024,FREE,FREE,FREE
Wed Feb 28 17:30:00 2024,Wed Feb 28 18:00:00 2024,Programming Language Concepts,Programming Language Concepts 05:30 PM-07:30 PM ,Programming Language Concepts 05:30 PM-07:30 PM ROOM: Think Tank 14
Wed Feb 28 18:00:00 2024,Wed Feb 28 18:30:00 2024,Programming Language Concepts,Programming Language Concepts 05:30 PM-07:30 PM ,Programming Language Concepts 05:30 PM-07:30 PM ROOM: Think Tank 14
Wed Feb 28 18:30:00 2024,Wed Feb 28 19:00:00 2024,Programming Language Concepts,Programming Language Concepts 05:30 PM-07:30 PM ,Programming Language Concepts 05:30 PM-07:30 PM ROOM: Think Tank 14
Wed Feb 28 19:00:00 2024,Wed Feb 28 19:30:00 2024,Programming Language Concepts,Programming Language Concepts 05:30 PM-07:30 PM ,Programming Language Concepts 05:30 PM-07:30 PM ROOM: Think Tank 14
Wed Feb 28 19:30:00 2024,Thu Feb 29 08:30:00 2024,FREE,FREE,FREE
Thu Feb 29 08:30:00 2024,Thu Feb 29 09:00:00 2024,Design in the Anthropocene,,
Thu Feb 29 09:00:00 2024,Thu Feb 29 09:30:00 2024,Design in the Anthropocene,,
Thu Feb 29 09:30:00 2024,Thu Feb 29 10:00:00 2024,Design in the Anthropocene,,
Thu Feb 29 10:00:00 2024,Thu Feb 29 10:30:00 2024,Design in the Anthropocene,,
Thu Feb 29 10:30:00 2024,Thu Feb 29 11:00:00 2024,Design in the Anthropocene,,
Thu Feb 29 11:00:00 2024,Thu Feb 29 11:30:00 2024,Design in the Anthropocene,,
Thu Feb 29 11:30:00 2024,Thu Feb 29 12:00:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Feb 29 12:00:00 2024,Thu Feb 29 12:30:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Feb 29 12:30:00 2024,Thu Feb 29 13:00:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Feb 29 13:00:00 2024,Thu Feb 29 13:30:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Feb 29 13:30:00 2024,Thu Feb 29 16:00:00 2024,FREE,FREE,FREE
Thu Feb 29 16:00:00 2024,Thu Feb 29 16:30:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Feb 29 16:30:00 2024,Thu Feb 29 17:00:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Feb 29 17:00:00 2024,Thu Feb 29 17:30:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Feb 29 17:30:00 2024,Thu Feb 29 18:00:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Feb 29 18:00:00 2024,Fri Mar  1 08:30:00 2024,FREE,FREE,FREE
Fri Mar  1 08:30:00 2024,Fri Mar  1 09:00:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Mar  1 09:00:00 2024,Fri Mar  1 09:30:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Mar  1 09:30:00 2024,Fri Mar  1 10:00:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Mar  1 10:00:00 2024,Fri Mar  1 10:30:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Mar  1 10:30:00 2024,Fri Mar  1 11:00:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Mar  1 11:00:00 2024,Fri Mar  1 11:30:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Mar  1 11:30:00 2024,Fri Mar  1 12:00:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Mar  1 12:00:00 2024,Fri Mar  1 12:30:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Mar  1 12:30:00 2024,Fri Mar  1 13:00:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Mar  1 13:00:00 2024,Fri Mar  1 13:30:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Mar  1 13:30:00 2024,Mon Mar 11 09:00:00 2024,FREE,FREE,FREE
Mon Mar 11 09:00:00 2024,Mon Mar 11 09:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),Database Systems 09:00 AM-10:30 AM ROOM: Lecture Theatre 5 (2.505)
Mon Mar 11 09:30:00 2024,Mon Mar 11 10:00:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),Database Systems 09:00 AM-10:30 AM ROOM: Lecture Theatre 5 (2.505)
Mon Mar 11 10:00:00 2024,Mon Mar 11 10:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),Database Systems 09:00 AM-10:30 AM ROOM: Lecture Theatre 5 (2.505)
Mon Mar 11 10:30:00 2024,Mon Mar 11 11:00:00 2024,Programming Language Concepts,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat
Mon Mar 11 11:00:00 2024,Mon Mar 11 11:30:00 2024,Programming Language Concepts,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat
Mon Mar 11 11:30:00 2024,Mon Mar 11 12:00:00 2024,Programming Language Concepts,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat
Mon Mar 11 12:00:00 2024,Mon Mar 11 15:00:00 2024,FREE,FREE,FREE
Mon Mar 11 15:00:00 2024,Mon Mar 11 15:30:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Mar 11 15:30:00 2024,Mon Mar 11 16:00:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Mar 11 16:00:00 2024,Mon Mar 11 16:30:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Mar 11 16:30:00 2024,Mon Mar 11 17:00:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Mar 11 17:00:00 2024,Mon Mar 11 17:30:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Mar 11 17:30:00 2024,Mon Mar 11 18:00:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Mar 11 18:00:00 2024,Tue Mar 12 09:00:00 2024,FREE,FREE,FREE
Tue Mar 12 09:00:00 2024,Tue Mar 12 09:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),
Tue Mar 12 09:30:00 2024,Tue Mar 12 10:00:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),
Tue Mar 12 10:00:00 2024,Tue Mar 12 10:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),
Tue Mar 12 10:30:00 2024,Tue Mar 12 11:00:00 2024,,,Database Systems 10:30 AM-12:00 PM ROOM: Lecture Theatre 5 (2.505)
Tue Mar 12 11:00:00 2024,Tue Mar 12 11:30:00 2024,,,Database Systems 10:30 AM-12:00 PM ROOM: Lecture Theatre 5 (2.505)
Tue Mar 12 11:30:00 2024,Tue Mar 12 12:00:00 2024,,,Database Systems 10:30 AM-12:00 PM ROOM: Lecture Theatre 5 (2.505)
Tue Mar 12 12:00:00 2024,Tue Mar 12 13:30:00 2024,FREE,FREE,FREE
Tue Mar 12 13:30:00 2024,Tue Mar 12 14:00:00 2024,Programming Language Concepts,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 ,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 
Tue Mar 12 14:00:00 2024,Tue Mar 12 14:30:00 2024,Programming Language Concepts,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 ,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 
Tue Mar 12 14:30:00 2024,Tue Mar 12 15:00:00 2024,Programming Language Concepts,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 ,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 
Tue Mar 12 15:00:00 2024,Wed Mar 13 10:30:00 2024,FREE,FREE,FREE
Wed Mar 13 10:30:00 2024,Wed Mar 13 11:00:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Mar 13 11:00:00 2024,Wed Mar 13 11:30:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Mar 13 11:30:00 2024,Wed Mar 13 12:00:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Mar 13 12:00:00 2024,Wed Mar 13 12:30:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Mar 13 12:30:00 2024,Wed Mar 13 13:00:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Mar 13 13:00:00 2024,Wed Mar 13 13:30:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Mar 13 13:30:00 2024,Wed Mar 13 14:30:00 2024,FREE,FREE,FREE
Wed Mar 13 14:30:00 2024,Wed Mar 13 15:00:00 2024,Deep Learning,Deep Learning 02:30 PM-04:30 PM ,
Wed Mar 13 15:00:00 2024,Wed Mar 13 15:30:00 2024,Deep Learning,Deep Learning 02:30 PM-04:30 PM ,
Wed Mar 13 15:30:00 2024,Wed Mar 13 16:00:00 2024,Deep Learning,Deep Learning 02:30 PM-04:30 PM ,
Wed Mar 13 16:00:00 2024,Wed Mar 13 16:30:00 2024,Deep Learning,Deep Learning 02:30 PM-04:30 PM ,
Wed Mar 13 16:30:00 2024,Thu Mar 14 08:30:00 2024,FREE,FREE,FREE
Thu Mar 14 08:30:00 2024,Thu Mar 14 09:00:00 2024,Design in the Anthropocene,,
Thu Mar 14 09:00:00 2024,Thu Mar 14 09:30:00 2024,Design in the Anthropocene,,
Thu Mar 14 09:30:00 2024,Thu Mar 14 10:00:00 2024,Design in the Anthropocene,,
Thu Mar 14 10:00:00 2024,Thu Mar 14 10:30:00 2024,Design in the Anthropocene,,
Thu Mar 14 10:30:00 2024,Thu Mar 14 11:00:00 2024,Design in the Anthropocene,,
Thu Mar 14 11:00:00 2024,Thu Mar 14 11:30:00 2024,Design in the Anthropocene,,
Thu Mar 14 11:30:00 2024,Thu Mar 14 12:00:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Mar 14 12:00:00 2024,Thu Mar 14 12:30:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Mar 14 12:30:00 2024,Thu Mar 14 13:00:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Mar 14 13:00:00 2024,Thu Mar 14 13:30:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Mar 14 13:30:00 2024,Thu Mar 14 16:00:00 2024,FREE,FREE,FREE
Thu Mar 14 16:00:00 2024,Thu Mar 14 16:30:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Mar 14 16:30:00 2024,Thu Mar 14 17:00:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Mar 14 17:00:00 2024,Thu Mar 14 17:30:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Mar 14 17:30:00 2024,Thu Mar 14 18:00:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Mar 14 18:00:00 2024,Fri Mar 15 08:30:00 2024,FREE,FREE,FREE
Fri Mar 15 08:30:00 2024,Fri Mar 15 09:00:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Mar 15 09:00:00 2024,Fri Mar 15 09:30:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Mar 15 09:30:00 2024,Fri Mar 15 10:00:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Mar 15 10:00:00 2024,Fri Mar 15 10:30:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Mar 15 10:30:00 2024,Fri Mar 15 11:00:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Mar 15 11:00:00 2024,Fri Mar 15 11:30:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Mar 15 11:30:00 2024,Fri Mar 15 12:00:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Mar 15 12:00:00 2024,Fri Mar 15 12:30:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Mar 15 12:30:00 2024,Fri Mar 15 13:00:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Mar 15 13:00:00 2024,Fri Mar 15 13:30:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Mar 15 13:30:00 2024,Mon Mar 18 09:00:00 2024,FREE,FREE,FREE
Mon Mar 18 09:00:00 2024,Mon Mar 18 09:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),Database Systems 09:00 AM-10:30 AM ROOM: Lecture Theatre 5 (2.505)
Mon Mar 18 09:30:00 2024,Mon Mar 18 10:00:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),Database Systems 09:00 AM-10:30 AM ROOM: Lecture Theatre 5 (2.505)
Mon Mar 18 10:00:00 2024,Mon Mar 18 10:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),Database Systems 09:00 AM-10:30 AM ROOM: Lecture Theatre 5 (2.505)
Mon Mar 18 10:30:00 2024,Mon Mar 18 11:00:00 2024,Programming Language Concepts,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat
Mon Mar 18 11:00:00 2024,Mon Mar 18 11:30:00 2024,Programming Language Concepts,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat
Mon Mar 18 11:30:00 2024,Mon Mar 18 12:00:00 2024,Programming Language Concepts,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat
Mon Mar 18 12:00:00 2024,Mon Mar 18 15:00:00 2024,FREE,FREE,FREE
Mon Mar 18 15:00:00 2024,Mon Mar 18 15:30:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Mar 18 15:30:00 2024,Mon Mar 18 16:00:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Mar 18 16:00:00 2024,Mon Mar 18 16:30:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Mar 18 16:30:00 2024,Mon Mar 18 17:00:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Mar 18 17:00:00 2024,Mon Mar 18 17:30:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Mar 18 17:30:00 2024,Mon Mar 18 18:00:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Mar 18 18:00:00 2024,Tue Mar 19 09:00:00 2024,FREE,FREE,FREE
Tue Mar 19 09:00:00 2024,Tue Mar 19 09:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),
Tue Mar 19 09:30:00 2024,Tue Mar 19 10:00:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),
Tue Mar 19 10:00:00 2024,Tue Mar 19 10:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),
Tue Mar 19 10:30:00 2024,Tue Mar 19 11:00:00 2024,,,Database Systems 10:30 AM-12:00 PM ROOM: Lecture Theatre 5 (2.505)
Tue Mar 19 11:00:00 2024,Tue Mar 19 11:30:00 2024,,,Database Systems 10:30 AM-12:00 PM ROOM: Lecture Theatre 5 (2.505)
Tue Mar 19 11:30:00 2024,Tue Mar 19 12:00:00 2024,,,Database Systems 10:30 AM-12:00 PM ROOM: Lecture Theatre 5 (2.505)
Tue Mar 19 12:00:00 2024,Tue Mar 19 13:30:00 2024,FREE,FREE,FREE
Tue Mar 19 13:30:00 2024,Tue Mar 19 14:00:00 2024,Programming Language Concepts,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 ,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 
Tue Mar 19 14:00:00 2024,Tue Mar 19 14:30:00 2024,Programming Language Concepts,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 ,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 
Tue Mar 19 14:30:00 2024,Tue Mar 19 15:00:00 2024,Programming Language Concepts,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 ,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 
Tue Mar 19 15:00:00 2024,Wed Mar 20 10:30:00 2024,FREE,FREE,FREE
Wed Mar 20 10:30:00 2024,Wed Mar 20 11:00:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Mar 20 11:00:00 2024,Wed Mar 20 11:30:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Mar 20 11:30:00 2024,Wed Mar 20 12:00:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Mar 20 12:00:00 2024,Wed Mar 20 12:30:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Mar 20 12:30:00 2024,Wed Mar 20 13:00:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Mar 20 13:00:00 2024,Wed Mar 20 13:30:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Mar 20 13:30:00 2024,Thu Mar 21 08:30:00 2024,FREE,FREE,FREE
Thu Mar 21 08:30:00 2024,Thu Mar 21 09:00:00 2024,Design in the Anthropocene,,
Thu Mar 21 09:00:00 2024,Thu Mar 21 09:30:00 2024,Design in the Anthropocene,,
Thu Mar 21 09:30:00 2024,Thu Mar 21 10:00:00 2024,Design in the Anthropocene,,
Thu Mar 21 10:00:00 2024,Thu Mar 21 10:30:00 2024,Design in the Anthropocene,,
Thu Mar 21 10:30:00 2024,Thu Mar 21 11:00:00 2024,Design in the Anthropocene,,
Thu Mar 21 11:00:00 2024,Thu Mar 21 11:30:00 2024,Design in the Anthropocene,,
Thu Mar 21 11:30:00 2024,Thu Mar 21 12:00:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Mar 21 12:00:00 2024,Thu Mar 21 12:30:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Mar 21 12:30:00 2024,Thu Mar 21 13:00:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Mar 21 13:00:00 2024,Thu Mar 21 13:30:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Mar 21 13:30:00 2024,Thu Mar 21 16:00:00 2024,FREE,FREE,FREE
Thu Mar 21 16:00:00 2024,Thu Mar 21 16:30:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Mar 21 16:30:00 2024,Thu Mar 21 17:00:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Mar 21 17:00:00 2024,Thu Mar 21 17:30:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Mar 21 17:30:00 2024,Thu Mar 21 18:00:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Mar 21 18:00:00 2024,Fri Mar 22 08:30:00 2024,FREE,FREE,FREE
Fri Mar 22 08:30:00 2024,Fri Mar 22 09:00:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Mar 22 09:00:00 2024,Fri Mar 22 09:30:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Mar 22 09:30:00 2024,Fri Mar 22 10:00:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Mar 22 10:00:00 2024,Fri Mar 22 10:30:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Mar 22 10:30:00 2024,Fri Mar 22 11:00:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Mar 22 11:00:00 2024,Fri Mar 22 11:30:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Mar 22 11:30:00 2024,Fri Mar 22 12:00:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Mar 22 12:00:00 2024,Fri Mar 22 12:30:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Mar 22 12:30:00 2024,Fri Mar 22 13:00:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Mar 22 13:00:00 2024,Fri Mar 22 13:30:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Mar 22 13:30:00 2024,Mon Mar 25 09:00:00 2024,FREE,FREE,FREE
Mon Mar 25 09:00:00 2024,Mon Mar 25 09:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),Database Systems 09:00 AM-10:30 AM ROOM: Lecture Theatre 5 (2.505)
Mon Mar 25 09:30:00 2024,Mon Mar 25 10:00:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),Database Systems 09:00 AM-10:30 AM ROOM: Lecture Theatre 5 (2.505)
Mon Mar 25 10:00:00 2024,Mon Mar 25 10:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),Database Systems 09:00 AM-10:30 AM ROOM: Lecture Theatre 5 (2.505)
